formula,lg_conductivity,row_id,split,temperature,feat_n_elements,feat_entropy,feat_max_fraction,feat_min_fraction,feat_anion_fraction,frac_K,frac_Ba,frac_Na,frac_Sr,frac_Li,frac_Ca,frac_La,frac_Ce,frac_Pr,frac_Nd,frac_Sm,frac_Eu,frac_Y,frac_Er,frac_Lu,frac_Hf,frac_Mg,frac_Zr,frac_Sc,frac_Ta,frac_Ti,frac_Mn,frac_Nb,frac_Al,frac_V,frac_Zn,frac_Cr,frac_Cd,frac_In,frac_Ga,frac_Fe,frac_Co,frac_Si,frac_Ni,frac_Ag,frac_Sn,frac_Ge,frac_Bi,frac_B,frac_Sb,frac_Te,frac_Mo,frac_P,frac_H,frac_Ru,frac_W,frac_Se,frac_S,frac_I,frac_Br,frac_N,frac_Cl,frac_O,frac_F,feat_electronegativity_mean,feat_electronegativity_min,feat_electronegativity_max,feat_electronegativity_range,feat_electronegativity_std,feat_atomic_mass_mean,feat_atomic_mass_min,feat_atomic_mass_max,feat_atomic_mass_range,feat_atomic_mass_std,feat_atomic_radius_mean,feat_atomic_radius_min,feat_atomic_radius_max,feat_atomic_radius_range,feat_atomic_radius_std,feat_mendeleev_number_mean,feat_mendeleev_number_min,feat_mendeleev_number_max,feat_mendeleev_number_range,feat_mendeleev_number_std,feat_period_mean,feat_period_min,feat_period_max,feat_period_range,feat_period_std,feat_group_mean,feat_group_min,feat_group_max,feat_group_range,feat_group_std,feat_electron_affinity_mean,feat_electron_affinity_min,feat_electron_affinity_max,feat_electron_affinity_range,feat_electron_affinity_std,feat_avg_cationic_radius_mean,feat_avg_cationic_radius_min,feat_avg_cationic_radius_max,feat_avg_cationic_radius_range,feat_avg_cationic_radius_std,feat_oxidation_state_mean,feat_oxidation_state_min,feat_oxidation_state_max,feat_oxidation_state_range,feat_oxidation_state_std
LiTi2P3O12,-6.397940009,184,train,303.0,4,0.9736489231972634,0.6666666666666666,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.8838888888888885,0.98,3.44,2.46,0.8297398446962416,21.532726999999998,6.941,47.867,40.925999999999995,11.14230746998028,0.8027777777777777,0.6,1.45,0.85,0.3111235116576258,88.66666666666667,12.0,101.0,89.0,24.205141786176114,2.388888888888889,2.0,4.0,2.0,0.6781419786518724,13.666666666666666,1.0,16.0,15.0,4.818944098266987,1.1412401276666666,0.075545,1.461112979,1.385567979,0.4853501341348729,0.23629629629629628,0.0,0.9,0.9,0.34666068173054687,-0.5555555555555555,-2.0,4.0,6.0,2.1573875376608442
(Li2O)50(LiF)20(P2O5)30,-6.356547324,185,test,298.0,4,1.1421200429883351,0.5,0.05,0.55,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.05,2.5415,0.98,3.98,3.0,1.1212193139613675,15.677984460000001,6.941,30.973762,24.032762,7.654900641052346,0.91,0.5,1.45,0.95,0.3809855640309748,72.7,12.0,102.0,90.0,39.92004509015489,2.15,2.0,3.0,1.0,0.3570714214271425,11.4,1.0,17.0,16.0,6.822023160324216,1.1980221132,0.61804922,3.401189824,2.7831406039999997,0.6393609480583112,0.36350000000000005,0.0,0.9,0.9,0.3983249301763574,-0.5,-2.0,1.6666666666666667,3.666666666666667,1.5864005379054391
Li2CrTi(PO4)3,-6.355561411,186,train,298.0,5,1.1285962936622183,0.631578947368421,0.05263157894736842,0.631578947368421,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,2.79,0.98,3.44,2.46,0.9044218857195025,20.98206242105263,6.941,51.9961,45.055099999999996,11.868575364447652,0.8368421052631578,0.6,1.45,0.85,0.33554437515898106,84.94736842105264,12.0,101.0,89.0,28.78682755086453,2.3684210526315788,2.0,4.0,2.0,0.6657426652986062,13.105263157894736,1.0,16.0,15.0,5.32021702012937,1.145302883578947,0.075545,1.461112979,1.385567979,0.43494643835865177,0.2758771929824561,0.0,0.94,0.94,0.37629634350443897,-0.44736842105263164,-2.0,4.5,6.5,2.1858480439599344
Li6.5O8P1.5Si0.5,-6.34775365899668,187,train,298.0,4,1.0419136805925164,0.48484848484848486,0.030303030303030304,0.48484848484848486,0.0,0.0,0.0,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48484848484848486,0.0,2.310606060606061,0.98,3.44,2.46,1.1499326446518492,14.158490484848487,6.941,30.973762,24.032762,7.331218063234464,0.9863636363636363,0.6,1.45,0.85,0.396819309936263,64.45454545454545,12.0,101.0,89.0,42.46859153795462,2.121212121212121,2.0,3.0,1.0,0.3263736246748184,9.93939393939394,1.0,16.0,15.0,7.219247815848264,1.0618726101212121,0.61804922,1.461112979,0.843063759,0.40886177740389623,0.4209090909090909,0.0,0.9,0.9,0.4222118069374131,-0.4242424242424243,-2.0,1.6666666666666667,3.666666666666667,1.5510889566145125
LiPO3,-6.346787486,188,test,595.0,3,0.9502705392332347,0.6,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.6980000000000004,0.98,3.44,2.46,0.9860304254940615,17.182592399999997,6.941,30.973762,24.032762,7.7367487562923385,0.8499999999999999,0.6,1.45,0.85,0.33763886032268264,81.0,12.0,101.0,89.0,34.762048271067115,2.2,2.0,3.0,1.0,0.4,12.799999999999999,1.0,16.0,15.0,5.912698199637794,1.1495994534,0.61804922,1.461112979,0.843063759,0.38368447907009995,0.29000000000000004,0.0,0.9,0.9,0.37202150475476553,-0.6666666666666666,-2.0,1.6666666666666667,3.666666666666667,1.6465452046971292
(YPO4)0.9(Li3PO4)0.1,-6.333347081,189,test,298.0,4,1.0037168502623786,0.6451612903225806,0.048387096774193554,0.6451612903225806,0.0,0.0,0.0,0.0,0.048387096774193554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14516129032258066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,0.0,2.7970967741935486,0.98,3.44,2.46,0.9202846458267318,28.55950435483871,6.941,88.90585,81.96485,25.572713325105504,0.8798387096774195,0.6,1.8,1.2000000000000002,0.4375941997591504,83.88709677419355,12.0,101.0,89.0,30.79594906262923,2.5967741935483875,2.0,5.0,3.0,1.0543256126067237,13.225806451612906,1.0,16.0,15.0,5.28057717653835,1.138167543870968,0.3112922,1.461112979,1.149820779,0.4520563224147047,0.28322580645161294,0.0,1.04,1.04,0.4059229793205587,-0.5376344086021506,-2.0,3.0,5.0,2.023477646896522
(Li2O)50(Al2O3)3(P2O5)47,-6.301029996,190,train,358.0,4,1.0015036618334079,0.5951417004048583,0.012145748987854251,0.5951417004048583,0.0,0.0,0.0,0.0,0.20242914979757085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012145748987854251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1902834008097166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5951417004048583,0.0,2.681943319838056,0.98,3.44,2.46,0.9941644859516157,17.148474614574898,6.941,30.973762,24.032762,7.70858450594406,0.8560728744939271,0.6,1.45,0.85,0.3409672517326047,80.63562753036436,12.0,101.0,89.0,34.88716377503515,2.2024291497975708,2.0,3.0,1.0,0.4018103894995791,12.736842105263158,1.0,16.0,15.0,5.932786394281398,1.1420048667327936,0.432835,1.461112979,1.0282779789999998,0.3899139665868755,0.2950404858299595,0.0,0.9,0.9,0.3741835895450043,-0.6342780026990553,-2.0,3.0,5.0,1.678857977867396
Li3.2PO3.1N0.7,-6.301029996,191,test,298.0,4,1.2069719571494013,0.4,0.0875,0.475,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0875,0.0,0.3875,0.0,2.26475,0.98,3.44,2.46,1.1174703295837434,14.073474000000001,6.941,30.973762,24.032762,7.582152899591218,0.994375,0.6,1.45,0.85,0.3920294751354801,63.9375,12.0,101.0,89.0,42.543901957272325,2.125,2.0,3.0,1.0,0.33071891388307384,9.7875,1.0,16.0,15.0,7.184521121828511,0.9006021061124999,-0.07,1.461112979,1.531112979,0.4889493766618588,0.4536875,0.0,0.9,0.9,0.40384073574089824,-0.020833333333333287,-2.0,1.6666666666666667,3.666666666666667,1.593688724312248
Li3AlF6,-6.30102999566398,192,train,298.0,3,0.8979457248567798,0.6,0.1,0.6,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.843,0.98,3.98,3.0,1.4031824542802693,16.179495779999996,6.941,26.9815386,20.0405386,6.4839106731318665,0.86,0.5,1.45,0.95,0.4442971978304612,72.79999999999998,12.0,102.0,90.0,40.32071427938746,2.1,2.0,3.0,1.0,0.3,11.8,1.0,17.0,16.0,7.166589146867567,2.2694121603999995,0.432835,3.401189824,2.968354824,1.3870666324234668,0.46950000000000003,0.22,0.9,0.68,0.3117246381022841,5.551115123125783e-17,-1.0,3.0,4.0,1.3416407864998738
Li1.3Cr0.3Hf1.7(PO4)3,-6.279014256,193,train,298.0,5,1.049159726908797,0.6557377049180328,0.01639344262295082,0.6557377049180328,0.0,0.0,0.0,0.0,0.07103825136612023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09289617486338798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6557377049180328,0.0,2.8323497267759565,0.98,3.44,2.46,0.8911633264517194,33.4955855737705,6.941,178.49,171.549,47.01563150876034,0.8273224043715848,0.6,1.55,0.9500000000000001,0.3467128067613902,87.4153005464481,12.0,101.0,89.0,25.910357989406094,2.568306010928962,2.0,6.0,4.0,1.1802013694609619,13.491803278688526,1.0,16.0,15.0,4.987272163561146,1.1520297565573772,0.17807,1.461112979,1.283042979,0.4490901828925319,0.24846994535519126,0.0,0.94,0.94,0.35636577562472105,-0.5218579234972678,-2.0,4.5,6.5,2.166871661138105
Li2OHBr,-6.26760624,194,train,295.06,4,1.3321790402101223,0.4,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2.112,0.98,3.44,2.46,1.0053138813325915,22.158668,1.00794,79.904,78.89605999999999,29.26762061983338,0.9799999999999999,0.25,1.45,1.2,0.4791659420284376,65.2,12.0,103.0,91.0,43.46676891603516,2.2,1.0,4.0,3.0,0.9797958971132712,7.200000000000001,1.0,17.0,16.0,7.6000000000000005,1.3629989818,0.61804922,3.3635883,2.74553908,1.0480960193287936,0.47400000000000003,0.0,0.9,0.9,0.4053442980973089,0.4,-2.0,2.0,4.0,1.3564659966250536
Li3.75Si0.75P0.25O4,-6.25635315,195,train,298.0,4,1.0331192203930142,0.45714285714285713,0.02857142857142857,0.45714285714285713,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45714285714285713,0.0,2.218,0.98,3.44,2.46,1.1611122746253757,13.581018914285714,6.941,30.973762,24.032762,6.94585645790994,1.0185714285714285,0.6,1.45,0.85,0.400550641400723,61.17142857142857,12.0,101.0,89.0,42.82288154332295,2.114285714285714,2.0,3.0,1.0,0.318157963590287,9.37142857142857,1.0,16.0,15.0,7.270628639693168,1.0732491118285712,0.61804922,1.461112979,0.843063759,0.41133566890592943,0.44771428571428573,0.0,0.9,0.9,0.424655058096977,-0.4380952380952381,-2.0,1.6666666666666667,3.666666666666667,1.46443862925908
Li5Nd3Sb2O12,-6.253253283,196,train,298.0,4,1.1570333357787375,0.5454545454545454,0.09090909090909091,0.5454545454545454,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,2.440909090909091,0.98,3.44,2.46,1.1288002846582863,41.0429,6.941,144.242,137.301,51.48763479635404,1.0409090909090908,0.6,1.85,1.25,0.49855162120713686,69.9090909090909,12.0,101.0,89.0,39.19636937142044,2.818181818181818,2.0,6.0,4.0,1.526623238522424,10.727272727272727,1.0,16.0,15.0,6.816969589206431,1.0459492785454545,0.0974933,1.461112979,1.363619679,0.5082292577007378,0.45406818181818176,0.0,1.2765,1.2765,0.5125800446461231,-0.303030303030303,-2.0,3.0,5.0,1.9486050200936698
LiHfTi(PO4)3,-6.249491605,197,train,296.0,5,1.0506652765928128,0.6666666666666666,0.05555555555555555,0.6666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,2.8705555555555553,0.98,3.44,2.46,0.8528349600806727,28.789560333333334,6.941,178.49,171.549,37.43802327125193,0.8111111111111111,0.6,1.55,0.9500000000000001,0.3285302098216116,88.61111111111111,12.0,101.0,89.0,24.292520314077677,2.5000000000000004,2.0,6.0,4.0,1.0137937550497034,13.666666666666668,1.0,16.0,15.0,4.818944098266987,1.1469359610000003,0.075545,1.461112979,1.385567979,0.4732612722769618,0.23620370370370372,0.0,0.9,0.9,0.3464964884807528,-0.5555555555555555,-2.0,4.0,6.0,2.1573875376608442
Li2CdCl4,-6.23657200643706,198,test,298.0,3,0.9556998911125343,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,2.3271428571428574,0.98,3.16,2.18,0.9863455535563631,38.30071428571429,6.941,112.411,105.47,32.7144260783015,1.2071428571428573,1.0,1.55,0.55,0.2411706145162019,70.71428571428572,12.0,99.0,87.0,38.01020271195724,3.0000000000000004,2.0,5.0,3.0,0.9258200997725515,11.714285714285715,1.0,17.0,16.0,6.983946606617324,2.1381427942857147,-0.72,3.61272528,4.33272528,1.7520568814314086,0.6042857142857143,0.33499999999999996,1.09,0.7550000000000001,0.31642454044514057,2.285714285714286,1.0,3.0,2.0,0.880630571852711
Li2CrZr(PO4)3,-6.228412519,199,train,298.0,5,1.1285962936622183,0.631578947368421,0.05263157894736842,0.631578947368421,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,2.7789473684210524,0.98,3.44,2.46,0.9207656695829555,23.264009789473683,6.941,91.224,84.283,18.902227767087346,0.8447368421052631,0.6,1.55,0.9500000000000001,0.3501483658627347,84.8421052631579,12.0,101.0,89.0,28.91414361227088,2.4210526315789473,2.0,5.0,3.0,0.815364914991035,13.105263157894736,1.0,16.0,15.0,5.32021702012937,1.1641315151578944,0.433289,1.461112979,1.0278239789999999,0.39405020328906665,0.2763157894736842,0.0,0.94,0.94,0.3769714567767389,-0.44736842105263164,-2.0,4.5,6.5,2.1858480439599344
Li13.6Si2.8S1.2O16,-6.22184875,200,train,298.0,4,1.0454757999040463,0.4761904761904763,0.03571428571428572,0.511904761904762,0.0,0.0,0.0,0.0,0.4047619047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428572,0.0,0.0,0.0,0.0,0.4761904761904763,0.0,2.285238095238095,0.98,3.44,2.46,1.1575965209067534,13.913851190476189,6.941,32.065,25.124,7.088996167174367,0.9999999999999998,0.6,1.45,0.85,0.39873311279362694,63.392857142857146,12.0,101.0,89.0,42.601704039566656,2.119047619047619,2.0,3.0,1.0,0.3238445359222724,9.761904761904761,1.0,16.0,15.0,7.24506243625377,1.1359065997619047,0.61804922,2.07710426,1.45905504,0.44261348490066305,0.4260714285714285,0.0,0.9,0.9,0.4225039246285537,-0.45833333333333326,-2.0,2.5,4.5,1.5240303969388704
LiCaTiNbO6,-6.216929275,201,train,298.0,5,1.2275294114572126,0.6,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.576,0.98,3.44,2.46,1.0740502781527501,28.378877999999997,6.941,92.90638,85.96538,24.616145789858248,0.97,0.6,1.8,1.2000000000000002,0.464327470649756,73.79999999999998,12.0,101.0,89.0,35.42823732561359,2.6999999999999997,2.0,5.0,3.0,1.1,10.8,1.0,16.0,15.0,6.446704584514479,1.0402230093999998,0.024551,1.461112979,1.436561979,0.567309260648829,0.3711666666666667,0.0,1.14,1.14,0.46148555412565917,1.1102230246251565e-16,-2.0,5.0,7.0,2.6457513110645907
Li6La2SrNb2O12,-6.2069084,202,train,298.0,5,1.2510583317959272,0.5217391304347826,0.043478260869565216,0.5217391304347826,0.0,0.0,0.0,0.043478260869565216,0.2608695652173913,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217391304347826,0.0,2.3265217391304347,0.95,3.44,2.49,1.1742883458046527,34.12532608695652,6.941,138.90547,131.96447,41.75829921112008,1.0739130434782607,0.6,2.0,1.4,0.5200061799836344,63.95652173913043,12.0,101.0,89.0,40.22596853306879,2.7391304347826084,2.0,6.0,4.0,1.4208812729015818,9.391304347826088,1.0,16.0,15.0,6.982830685734352,1.0540705855652173,0.052066,1.461112979,1.409046979,0.4502815495871626,0.4653913043478261,0.0,1.32,1.32,0.49838083387762766,5.551115123125783e-17,-2.0,5.0,7.0,2.340568492816482
Li2MgCl4,-6.20481541031758,203,train,298.0,3,0.9556998911125343,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,2.2728571428571427,0.98,3.16,2.18,1.0294341619926701,25.714142857142853,6.941,35.453,28.512000000000004,12.456947704893404,1.2,1.0,1.5,0.5,0.23145502494313785,70.42857142857143,12.0,99.0,87.0,37.984422156070934,2.714285714285714,2.0,3.0,1.0,0.45175395145262565,10.285714285714286,1.0,17.0,16.0,7.759128922285868,2.180999937142857,-0.42,3.61272528,4.03272528,1.6839655744262665,0.5714285714285714,0.33499999999999996,0.9,0.5650000000000001,0.2732831379163152,2.2857142857142856,1.0,3.0,2.0,0.8806305718527109
(Li2O)50(Al2O3)2(P2O5)48,-6.199970641,204,train,368.0,4,0.9876524974827443,0.5967741935483871,0.008064516129032258,0.5967741935483871,0.0,0.0,0.0,0.0,0.20161290322580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967741935483871,0.0,2.687338709677419,0.98,3.44,2.46,0.9914677201575773,17.159938924193547,6.941,30.973762,24.032762,7.7180765894687,0.8540322580645161,0.6,1.45,0.85,0.33986458250792806,80.75806451612902,12.0,101.0,89.0,34.84559743740996,2.2016129032258065,2.0,3.0,1.0,0.4012046117365403,12.758064516129032,1.0,16.0,15.0,5.926119014707925,1.1445568111774194,0.432835,1.461112979,1.0282779789999998,0.3878484772436976,0.2933467741935484,0.0,0.9,0.9,0.37346606799173476,-0.6451612903225807,-2.0,3.0,5.0,1.6681401741616617
Li3AlS3,-6.199970641,205,train,381.0,3,1.0042424730540764,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.7557142857142858,0.98,2.58,1.6,0.7430411859928308,20.571362657142856,6.941,32.065,25.124,11.920940831886961,1.2285714285714284,1.0,1.45,0.44999999999999996,0.20849313599037747,56.857142857142854,12.0,94.0,82.0,39.11677963457104,2.571428571428571,2.0,3.0,1.0,0.4948716593053935,9.142857142857142,1.0,16.0,15.0,7.1199633110726355,1.2168993485714286,0.432835,2.07710426,1.64426926,0.7474221221838144,0.6835714285714285,0.47,0.9,0.43000000000000005,0.19908207721788457,1.9285714285714284,1.0,3.0,2.0,0.8206518066482897
Li0.96Ga0.96Si2.04O6,-6.199282922,206,train,533.0,4,1.0810473332515333,0.6024096385542169,0.0963855421686747,0.6024096385542169,0.0,0.0,0.0,0.0,0.0963855421686747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963855421686747,0.0,0.0,0.20481927710843376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6024096385542169,0.0,2.7303614457831324,0.98,3.44,2.46,0.9063862388271674,22.77994578313253,6.941,69.723,62.782,16.432960483891293,0.8518072289156625,0.6,1.45,0.85,0.32352033726249974,87.21686746987952,12.0,101.0,89.0,25.77756949331018,2.397590361445783,2.0,4.0,2.0,0.6574825855249278,13.855421686746986,1.0,16.0,15.0,4.332929474873608,1.2533883574698794,0.30116615,1.461112979,1.159946829,0.3950840458036455,0.2706024096385542,0.0,0.9,0.9,0.34676247694333995,-0.8192771084337348,-2.0,3.0,5.0,1.6438610024877627
